dataset,size,algorithm,milliseconds
nearly_sorted,65500,merge_sort,2.11889
nearly_sorted,65500,merge_insertion_t15,1.53042
nearly_sorted,65600,merge_sort,2.12337
nearly_sorted,65600,merge_insertion_t15,1.53078
nearly_sorted,65700,merge_sort,2.13817
nearly_sorted,65700,merge_insertion_t15,1.5417
nearly_sorted,65800,merge_sort,2.10356
nearly_sorted,65800,merge_insertion_t15,1.55391
nearly_sorted,65900,merge_sort,2.24591
nearly_sorted,65900,merge_insertion_t15,1.57285
nearly_sorted,66000,merge_sort,2.13593
nearly_sorted,66000,merge_insertion_t15,1.53853
nearly_sorted,66100,merge_sort,2.14463
nearly_sorted,66100,merge_insertion_t15,1.58282
nearly_sorted,66200,merge_sort,2.13911
nearly_sorted,66200,merge_insertion_t15,1.56543
nearly_sorted,66300,merge_sort,2.10132
nearly_sorted,66300,merge_insertion_t15,1.63405
nearly_sorted,66400,merge_sort,2.21596
nearly_sorted,66400,merge_insertion_t15,1.63827
nearly_sorted,66500,merge_sort,2.18296
nearly_sorted,66500,merge_insertion_t15,1.58486
nearly_sorted,66600,merge_sort,2.15221
nearly_sorted,66600,merge_insertion_t15,1.6388
nearly_sorted,66700,merge_sort,2.18526
nearly_sorted,66700,merge_insertion_t15,1.58389
nearly_sorted,66800,merge_sort,2.13276
nearly_sorted,66800,merge_insertion_t15,1.58207
nearly_sorted,66900,merge_sort,2.15606
nearly_sorted,66900,merge_insertion_t15,1.56379
nearly_sorted,67000,merge_sort,2.26557
nearly_sorted,67000,merge_insertion_t15,1.59892
nearly_sorted,67100,merge_sort,2.24043
nearly_sorted,67100,merge_insertion_t15,1.61983
nearly_sorted,67200,merge_sort,2.11442
nearly_sorted,67200,merge_insertion_t15,1.61891
nearly_sorted,67300,merge_sort,2.19898
nearly_sorted,67300,merge_insertion_t15,1.56582
nearly_sorted,67400,merge_sort,2.1445
nearly_sorted,67400,merge_insertion_t15,1.57274
nearly_sorted,67500,merge_sort,2.32212
nearly_sorted,67500,merge_insertion_t15,1.56348
nearly_sorted,67600,merge_sort,2.2276
nearly_sorted,67600,merge_insertion_t15,1.55102
nearly_sorted,67700,merge_sort,2.22073
nearly_sorted,67700,merge_insertion_t15,1.60518
nearly_sorted,67800,merge_sort,2.24287
nearly_sorted,67800,merge_insertion_t15,1.5506
nearly_sorted,67900,merge_sort,2.23398
nearly_sorted,67900,merge_insertion_t15,1.69697
nearly_sorted,68000,merge_sort,2.32222
nearly_sorted,68000,merge_insertion_t15,1.64166
nearly_sorted,68100,merge_sort,2.35678
nearly_sorted,68100,merge_insertion_t15,1.6016
nearly_sorted,68200,merge_sort,2.33484
nearly_sorted,68200,merge_insertion_t15,1.59125
nearly_sorted,68300,merge_sort,2.27131
nearly_sorted,68300,merge_insertion_t15,1.59515
nearly_sorted,68400,merge_sort,2.24778
nearly_sorted,68400,merge_insertion_t15,1.61494
nearly_sorted,68500,merge_sort,2.26781
nearly_sorted,68500,merge_insertion_t15,1.61824
nearly_sorted,68600,merge_sort,2.2982
nearly_sorted,68600,merge_insertion_t15,1.57603
nearly_sorted,68700,merge_sort,2.29011
nearly_sorted,68700,merge_insertion_t15,1.60293
nearly_sorted,68800,merge_sort,2.28287
nearly_sorted,68800,merge_insertion_t15,1.64233
nearly_sorted,68900,merge_sort,2.28884
nearly_sorted,68900,merge_insertion_t15,1.59973
nearly_sorted,69000,merge_sort,2.29142
nearly_sorted,69000,merge_insertion_t15,2.25369
nearly_sorted,69100,merge_sort,3.25036
nearly_sorted,69100,merge_insertion_t15,1.67218
nearly_sorted,69200,merge_sort,2.42058
nearly_sorted,69200,merge_insertion_t15,1.69939
nearly_sorted,69300,merge_sort,2.30479
nearly_sorted,69300,merge_insertion_t15,1.60066
nearly_sorted,69400,merge_sort,2.1898
nearly_sorted,69400,merge_insertion_t15,1.69369
nearly_sorted,69500,merge_sort,2.29382
nearly_sorted,69500,merge_insertion_t15,1.65237
nearly_sorted,69600,merge_sort,2.19859
nearly_sorted,69600,merge_insertion_t15,1.63189
nearly_sorted,69700,merge_sort,2.19564
nearly_sorted,69700,merge_insertion_t15,1.5992
nearly_sorted,69800,merge_sort,2.21748
nearly_sorted,69800,merge_insertion_t15,1.62753
nearly_sorted,69900,merge_sort,2.29598
nearly_sorted,69900,merge_insertion_t15,1.66024
nearly_sorted,70000,merge_sort,2.24338
nearly_sorted,70000,merge_insertion_t15,1.60818
nearly_sorted,70100,merge_sort,2.32764
nearly_sorted,70100,merge_insertion_t15,1.63714
nearly_sorted,70200,merge_sort,2.3054
nearly_sorted,70200,merge_insertion_t15,1.75173
nearly_sorted,70300,merge_sort,2.27668
nearly_sorted,70300,merge_insertion_t15,2.18741
nearly_sorted,70400,merge_sort,2.20971
nearly_sorted,70400,merge_insertion_t15,1.69843
nearly_sorted,70500,merge_sort,2.26783
nearly_sorted,70500,merge_insertion_t15,1.65053
nearly_sorted,70600,merge_sort,2.25578
nearly_sorted,70600,merge_insertion_t15,1.65054
nearly_sorted,70700,merge_sort,2.28657
nearly_sorted,70700,merge_insertion_t15,1.77049
nearly_sorted,70800,merge_sort,2.31907
nearly_sorted,70800,merge_insertion_t15,1.66474
nearly_sorted,70900,merge_sort,2.28256
nearly_sorted,70900,merge_insertion_t15,1.64802
nearly_sorted,71000,merge_sort,2.29936
nearly_sorted,71000,merge_insertion_t15,1.61902
nearly_sorted,71100,merge_sort,2.27838
nearly_sorted,71100,merge_insertion_t15,1.71127
nearly_sorted,71200,merge_sort,2.32167
nearly_sorted,71200,merge_insertion_t15,1.62192
nearly_sorted,71300,merge_sort,2.29615
nearly_sorted,71300,merge_insertion_t15,1.64955
nearly_sorted,71400,merge_sort,2.30249
nearly_sorted,71400,merge_insertion_t15,1.6541
nearly_sorted,71500,merge_sort,2.25137
nearly_sorted,71500,merge_insertion_t15,1.63232
nearly_sorted,71600,merge_sort,2.28526
nearly_sorted,71600,merge_insertion_t15,1.63184
nearly_sorted,71700,merge_sort,2.35026
nearly_sorted,71700,merge_insertion_t15,1.65059
nearly_sorted,71800,merge_sort,2.28405
nearly_sorted,71800,merge_insertion_t15,1.63668
nearly_sorted,71900,merge_sort,2.26453
nearly_sorted,71900,merge_insertion_t15,1.68946
nearly_sorted,72000,merge_sort,2.29162
nearly_sorted,72000,merge_insertion_t15,1.64217
nearly_sorted,72100,merge_sort,2.59032
nearly_sorted,72100,merge_insertion_t15,1.88202
nearly_sorted,72200,merge_sort,2.64863
nearly_sorted,72200,merge_insertion_t15,1.68263
nearly_sorted,72300,merge_sort,2.62589
nearly_sorted,72300,merge_insertion_t15,1.88909
nearly_sorted,72400,merge_sort,2.6123
nearly_sorted,72400,merge_insertion_t15,1.76761
nearly_sorted,72500,merge_sort,2.37193
nearly_sorted,72500,merge_insertion_t15,1.80243
nearly_sorted,72600,merge_sort,2.38897
nearly_sorted,72600,merge_insertion_t15,1.76492
nearly_sorted,72700,merge_sort,2.52817
nearly_sorted,72700,merge_insertion_t15,1.84006
nearly_sorted,72800,merge_sort,2.34131
nearly_sorted,72800,merge_insertion_t15,1.79623
nearly_sorted,72900,merge_sort,2.31734
nearly_sorted,72900,merge_insertion_t15,1.77982
nearly_sorted,73000,merge_sort,2.35224
nearly_sorted,73000,merge_insertion_t15,1.7318
nearly_sorted,73100,merge_sort,2.45188
nearly_sorted,73100,merge_insertion_t15,1.72016
nearly_sorted,73200,merge_sort,2.34763
nearly_sorted,73200,merge_insertion_t15,1.69719
nearly_sorted,73300,merge_sort,2.47899
nearly_sorted,73300,merge_insertion_t15,1.67304
nearly_sorted,73400,merge_sort,2.37001
nearly_sorted,73400,merge_insertion_t15,1.69609
nearly_sorted,73500,merge_sort,2.45617
nearly_sorted,73500,merge_insertion_t15,1.85516
nearly_sorted,73600,merge_sort,2.73302
nearly_sorted,73600,merge_insertion_t15,1.92236
nearly_sorted,73700,merge_sort,2.50931
nearly_sorted,73700,merge_insertion_t15,1.67178
nearly_sorted,73800,merge_sort,2.3732
nearly_sorted,73800,merge_insertion_t15,1.68123
nearly_sorted,73900,merge_sort,2.3946
nearly_sorted,73900,merge_insertion_t15,1.78965
nearly_sorted,74000,merge_sort,2.59111
nearly_sorted,74000,merge_insertion_t15,1.71642
nearly_sorted,74100,merge_sort,2.41155
nearly_sorted,74100,merge_insertion_t15,1.71826
nearly_sorted,74200,merge_sort,2.42535
nearly_sorted,74200,merge_insertion_t15,1.94494
nearly_sorted,74300,merge_sort,2.36696
nearly_sorted,74300,merge_insertion_t15,1.7394
nearly_sorted,74400,merge_sort,2.57038
nearly_sorted,74400,merge_insertion_t15,1.8468
nearly_sorted,74500,merge_sort,2.42633
nearly_sorted,74500,merge_insertion_t15,1.80177
nearly_sorted,74600,merge_sort,2.42443
nearly_sorted,74600,merge_insertion_t15,1.74056
nearly_sorted,74700,merge_sort,2.41553
nearly_sorted,74700,merge_insertion_t15,1.82795
nearly_sorted,74800,merge_sort,2.39787
nearly_sorted,74800,merge_insertion_t15,1.88391
nearly_sorted,74900,merge_sort,2.55746
nearly_sorted,74900,merge_insertion_t15,1.77056
nearly_sorted,75000,merge_sort,2.62772
nearly_sorted,75000,merge_insertion_t15,1.76123
nearly_sorted,75100,merge_sort,2.45072
nearly_sorted,75100,merge_insertion_t15,1.78316
nearly_sorted,75200,merge_sort,2.41648
nearly_sorted,75200,merge_insertion_t15,2.94732
nearly_sorted,75300,merge_sort,2.43133
nearly_sorted,75300,merge_insertion_t15,1.72708
nearly_sorted,75400,merge_sort,2.44869
nearly_sorted,75400,merge_insertion_t15,1.8108
nearly_sorted,75500,merge_sort,2.39526
nearly_sorted,75500,merge_insertion_t15,1.86169
nearly_sorted,75600,merge_sort,2.45358
nearly_sorted,75600,merge_insertion_t15,1.73912
nearly_sorted,75700,merge_sort,2.50065
nearly_sorted,75700,merge_insertion_t15,1.7261
nearly_sorted,75800,merge_sort,2.49424
nearly_sorted,75800,merge_insertion_t15,1.73951
nearly_sorted,75900,merge_sort,2.47722
nearly_sorted,75900,merge_insertion_t15,1.79292
nearly_sorted,76000,merge_sort,2.45444
nearly_sorted,76000,merge_insertion_t15,1.80704
nearly_sorted,76100,merge_sort,2.45386
nearly_sorted,76100,merge_insertion_t15,1.79345
nearly_sorted,76200,merge_sort,2.47405
nearly_sorted,76200,merge_insertion_t15,1.77593
nearly_sorted,76300,merge_sort,2.45359
nearly_sorted,76300,merge_insertion_t15,1.88576
nearly_sorted,76400,merge_sort,2.61175
nearly_sorted,76400,merge_insertion_t15,1.90774
nearly_sorted,76500,merge_sort,2.51048
nearly_sorted,76500,merge_insertion_t15,1.91595
nearly_sorted,76600,merge_sort,2.96021
nearly_sorted,76600,merge_insertion_t15,1.78269
nearly_sorted,76700,merge_sort,2.69675
nearly_sorted,76700,merge_insertion_t15,1.80022
nearly_sorted,76800,merge_sort,2.48779
nearly_sorted,76800,merge_insertion_t15,1.92558
nearly_sorted,76900,merge_sort,2.47016
nearly_sorted,76900,merge_insertion_t15,1.77798
nearly_sorted,77000,merge_sort,2.45683
nearly_sorted,77000,merge_insertion_t15,1.84518
nearly_sorted,77100,merge_sort,2.44166
nearly_sorted,77100,merge_insertion_t15,1.86001
nearly_sorted,77200,merge_sort,2.5322
nearly_sorted,77200,merge_insertion_t15,1.86127
nearly_sorted,77300,merge_sort,2.56511
nearly_sorted,77300,merge_insertion_t15,2.36863
nearly_sorted,77400,merge_sort,2.59553
nearly_sorted,77400,merge_insertion_t15,1.83501
nearly_sorted,77500,merge_sort,2.57214
nearly_sorted,77500,merge_insertion_t15,1.92932
nearly_sorted,77600,merge_sort,2.69418
nearly_sorted,77600,merge_insertion_t15,1.88594
nearly_sorted,77700,merge_sort,2.6341
nearly_sorted,77700,merge_insertion_t15,1.90151
nearly_sorted,77800,merge_sort,2.55198
nearly_sorted,77800,merge_insertion_t15,2.17644
nearly_sorted,77900,merge_sort,2.57328
nearly_sorted,77900,merge_insertion_t15,1.85267
nearly_sorted,78000,merge_sort,2.57282
nearly_sorted,78000,merge_insertion_t15,1.83821
nearly_sorted,78100,merge_sort,2.56869
nearly_sorted,78100,merge_insertion_t15,1.83512
nearly_sorted,78200,merge_sort,2.59275
nearly_sorted,78200,merge_insertion_t15,1.95345
nearly_sorted,78300,merge_sort,2.58039
nearly_sorted,78300,merge_insertion_t15,2.50724
nearly_sorted,78400,merge_sort,2.78988
nearly_sorted,78400,merge_insertion_t15,2.14045
nearly_sorted,78500,merge_sort,2.64173
nearly_sorted,78500,merge_insertion_t15,1.80207
nearly_sorted,78600,merge_sort,2.59144
nearly_sorted,78600,merge_insertion_t15,1.86713
nearly_sorted,78700,merge_sort,2.62885
nearly_sorted,78700,merge_insertion_t15,1.9003
nearly_sorted,78800,merge_sort,2.61183
nearly_sorted,78800,merge_insertion_t15,1.90971
nearly_sorted,78900,merge_sort,2.61621
nearly_sorted,78900,merge_insertion_t15,1.88236
nearly_sorted,79000,merge_sort,2.62021
nearly_sorted,79000,merge_insertion_t15,1.91191
nearly_sorted,79100,merge_sort,2.68664
nearly_sorted,79100,merge_insertion_t15,1.84287
nearly_sorted,79200,merge_sort,2.64759
nearly_sorted,79200,merge_insertion_t15,1.95166
nearly_sorted,79300,merge_sort,2.76225
nearly_sorted,79300,merge_insertion_t15,2.0071
nearly_sorted,79400,merge_sort,2.82554
nearly_sorted,79400,merge_insertion_t15,2.04395
nearly_sorted,79500,merge_sort,2.61646
nearly_sorted,79500,merge_insertion_t15,1.92741
nearly_sorted,79600,merge_sort,2.75384
nearly_sorted,79600,merge_insertion_t15,1.83301
nearly_sorted,79700,merge_sort,2.63587
nearly_sorted,79700,merge_insertion_t15,1.92805
nearly_sorted,79800,merge_sort,2.67245
nearly_sorted,79800,merge_insertion_t15,1.96486
nearly_sorted,79900,merge_sort,2.58918
nearly_sorted,79900,merge_insertion_t15,1.9063
nearly_sorted,80000,merge_sort,2.61891
nearly_sorted,80000,merge_insertion_t15,1.90978
nearly_sorted,80100,merge_sort,2.61869
nearly_sorted,80100,merge_insertion_t15,1.92164
nearly_sorted,80200,merge_sort,2.7165
nearly_sorted,80200,merge_insertion_t15,1.85461
nearly_sorted,80300,merge_sort,2.76464
nearly_sorted,80300,merge_insertion_t15,1.91604
nearly_sorted,80400,merge_sort,3.16963
nearly_sorted,80400,merge_insertion_t15,2.25826
nearly_sorted,80500,merge_sort,2.95531
nearly_sorted,80500,merge_insertion_t15,2.13051
nearly_sorted,80600,merge_sort,2.97489
nearly_sorted,80600,merge_insertion_t15,2.45545
nearly_sorted,80700,merge_sort,2.99338
nearly_sorted,80700,merge_insertion_t15,2.10508
nearly_sorted,80800,merge_sort,2.90288
nearly_sorted,80800,merge_insertion_t15,2.02433
nearly_sorted,80900,merge_sort,2.79966
nearly_sorted,80900,merge_insertion_t15,2.14501
nearly_sorted,81000,merge_sort,2.85338
nearly_sorted,81000,merge_insertion_t15,2.06649
nearly_sorted,81100,merge_sort,2.91483
nearly_sorted,81100,merge_insertion_t15,2.38751
nearly_sorted,81200,merge_sort,2.73464
nearly_sorted,81200,merge_insertion_t15,1.99698
nearly_sorted,81300,merge_sort,2.85633
nearly_sorted,81300,merge_insertion_t15,2.02518
nearly_sorted,81400,merge_sort,2.92508
nearly_sorted,81400,merge_insertion_t15,2.12994
nearly_sorted,81500,merge_sort,2.81567
nearly_sorted,81500,merge_insertion_t15,2.15264
nearly_sorted,81600,merge_sort,2.75552
nearly_sorted,81600,merge_insertion_t15,2.01235
nearly_sorted,81700,merge_sort,2.74604
nearly_sorted,81700,merge_insertion_t15,1.9177
nearly_sorted,81800,merge_sort,2.80283
nearly_sorted,81800,merge_insertion_t15,2.03265
nearly_sorted,81900,merge_sort,2.63252
nearly_sorted,81900,merge_insertion_t15,1.98417
nearly_sorted,82000,merge_sort,2.88471
nearly_sorted,82000,merge_insertion_t15,2.07215
nearly_sorted,82100,merge_sort,2.69245
nearly_sorted,82100,merge_insertion_t15,1.95405
nearly_sorted,82200,merge_sort,2.68388
nearly_sorted,82200,merge_insertion_t15,1.90362
nearly_sorted,82300,merge_sort,2.7899
nearly_sorted,82300,merge_insertion_t15,1.96499
nearly_sorted,82400,merge_sort,2.76229
nearly_sorted,82400,merge_insertion_t15,1.93985
nearly_sorted,82500,merge_sort,2.57623
nearly_sorted,82500,merge_insertion_t15,2.04162
nearly_sorted,82600,merge_sort,2.69786
nearly_sorted,82600,merge_insertion_t15,1.98872
nearly_sorted,82700,merge_sort,2.88102
nearly_sorted,82700,merge_insertion_t15,2.12424
nearly_sorted,82800,merge_sort,2.80961
nearly_sorted,82800,merge_insertion_t15,2.21068
nearly_sorted,82900,merge_sort,3.03942
nearly_sorted,82900,merge_insertion_t15,2.19157
nearly_sorted,83000,merge_sort,3.04432
nearly_sorted,83000,merge_insertion_t15,2.16136
nearly_sorted,83100,merge_sort,3.06651
nearly_sorted,83100,merge_insertion_t15,2.1749
nearly_sorted,83200,merge_sort,2.98648
nearly_sorted,83200,merge_insertion_t15,2.23655
nearly_sorted,83300,merge_sort,2.94669
nearly_sorted,83300,merge_insertion_t15,1.9487
nearly_sorted,83400,merge_sort,2.73748
nearly_sorted,83400,merge_insertion_t15,1.98303
nearly_sorted,83500,merge_sort,2.75585
nearly_sorted,83500,merge_insertion_t15,2.05334
nearly_sorted,83600,merge_sort,2.73631
nearly_sorted,83600,merge_insertion_t15,2.07543
nearly_sorted,83700,merge_sort,2.68091
nearly_sorted,83700,merge_insertion_t15,2.01646
nearly_sorted,83800,merge_sort,2.82063
nearly_sorted,83800,merge_insertion_t15,1.93922
nearly_sorted,83900,merge_sort,2.73776
nearly_sorted,83900,merge_insertion_t15,1.97752
nearly_sorted,84000,merge_sort,2.73779
nearly_sorted,84000,merge_insertion_t15,1.96823
nearly_sorted,84100,merge_sort,2.65109
nearly_sorted,84100,merge_insertion_t15,1.94804
nearly_sorted,84200,merge_sort,2.73438
nearly_sorted,84200,merge_insertion_t15,1.93944
nearly_sorted,84300,merge_sort,2.73137
nearly_sorted,84300,merge_insertion_t15,2.00549
nearly_sorted,84400,merge_sort,2.83285
nearly_sorted,84400,merge_insertion_t15,1.96351
nearly_sorted,84500,merge_sort,2.6809
nearly_sorted,84500,merge_insertion_t15,1.94832
nearly_sorted,84600,merge_sort,2.64735
nearly_sorted,84600,merge_insertion_t15,2.04867
nearly_sorted,84700,merge_sort,2.69191
nearly_sorted,84700,merge_insertion_t15,1.94565
nearly_sorted,84800,merge_sort,2.71429
nearly_sorted,84800,merge_insertion_t15,1.9758
nearly_sorted,84900,merge_sort,2.77366
nearly_sorted,84900,merge_insertion_t15,1.96141
nearly_sorted,85000,merge_sort,2.83144
nearly_sorted,85000,merge_insertion_t15,2.03991
nearly_sorted,85100,merge_sort,3.03033
nearly_sorted,85100,merge_insertion_t15,2.12228
nearly_sorted,85200,merge_sort,3.33318
nearly_sorted,85200,merge_insertion_t15,1.97136
nearly_sorted,85300,merge_sort,2.73622
nearly_sorted,85300,merge_insertion_t15,1.94827
nearly_sorted,85400,merge_sort,2.75438
nearly_sorted,85400,merge_insertion_t15,2.26909
nearly_sorted,85500,merge_sort,2.71959
nearly_sorted,85500,merge_insertion_t15,2.30651
nearly_sorted,85600,merge_sort,3.08847
nearly_sorted,85600,merge_insertion_t15,2.08804
nearly_sorted,85700,merge_sort,2.83458
nearly_sorted,85700,merge_insertion_t15,1.9728
nearly_sorted,85800,merge_sort,2.6961
nearly_sorted,85800,merge_insertion_t15,1.96667
nearly_sorted,85900,merge_sort,2.77799
nearly_sorted,85900,merge_insertion_t15,2.04936
nearly_sorted,86000,merge_sort,2.72247
nearly_sorted,86000,merge_insertion_t15,1.98127
nearly_sorted,86100,merge_sort,2.73856
nearly_sorted,86100,merge_insertion_t15,1.94403
nearly_sorted,86200,merge_sort,2.68879
nearly_sorted,86200,merge_insertion_t15,1.99944
nearly_sorted,86300,merge_sort,2.82178
nearly_sorted,86300,merge_insertion_t15,1.96663
nearly_sorted,86400,merge_sort,2.78085
nearly_sorted,86400,merge_insertion_t15,2.03459
nearly_sorted,86500,merge_sort,2.75507
nearly_sorted,86500,merge_insertion_t15,1.96734
nearly_sorted,86600,merge_sort,2.74427
nearly_sorted,86600,merge_insertion_t15,2.07661
nearly_sorted,86700,merge_sort,2.81147
nearly_sorted,86700,merge_insertion_t15,2.0189
nearly_sorted,86800,merge_sort,2.74673
nearly_sorted,86800,merge_insertion_t15,2.04235
nearly_sorted,86900,merge_sort,2.84987
nearly_sorted,86900,merge_insertion_t15,2.06
nearly_sorted,87000,merge_sort,2.77809
nearly_sorted,87000,merge_insertion_t15,2.00178
nearly_sorted,87100,merge_sort,2.7933
nearly_sorted,87100,merge_insertion_t15,2.02375
nearly_sorted,87200,merge_sort,2.74031
nearly_sorted,87200,merge_insertion_t15,1.9924
nearly_sorted,87300,merge_sort,2.84415
nearly_sorted,87300,merge_insertion_t15,2.05974
nearly_sorted,87400,merge_sort,2.87311
nearly_sorted,87400,merge_insertion_t15,2.03938
nearly_sorted,87500,merge_sort,2.74935
nearly_sorted,87500,merge_insertion_t15,2.28813
nearly_sorted,87600,merge_sort,2.76528
nearly_sorted,87600,merge_insertion_t15,2.0443
nearly_sorted,87700,merge_sort,2.80562
nearly_sorted,87700,merge_insertion_t15,2.09816
nearly_sorted,87800,merge_sort,2.82454
nearly_sorted,87800,merge_insertion_t15,2.04965
nearly_sorted,87900,merge_sort,2.90457
nearly_sorted,87900,merge_insertion_t15,2.11891
nearly_sorted,88000,merge_sort,2.85808
nearly_sorted,88000,merge_insertion_t15,2.20944
nearly_sorted,88100,merge_sort,2.88321
